"Survey Year","Trip identifier","Set number","ITIS-TSN","Species code","Scientific name","English common name","French common name","LSID","Catch weight (kg)","Catch count (pieces)"
2003,"50080","2","156862","4GA","ASTEROIDEA","STARFISH","ÉTOILES DE MER","urn:lsid:marinespecies.org:taxname:123080",".64","2"
2003,"50080","2","172716","596","CITHARICHTHYS SORDIDUS","PACIFIC SANDDAB","LIMANDE SORDIDE","urn:lsid:marinespecies.org:taxname:275694",".22","1"
2003,"50080","3","161015","066","HYDROLAGUS COLLIEI","SPOTTED RATFISH","CHIMÈRE D’AMÉRIQUE","urn:lsid:marinespecies.org:taxname:271406","28.80","32"
2003,"50080","3","166723","421","SEBASTES HELVOMACULATUS","ROSETHORN ROCKFISH","SÉBASTE ROSACÉ","urn:lsid:marinespecies.org:taxname:274799","2.24","3"
2003,"50080","3","166726","424","SEBASTES MALIGER","QUILLBACK ROCKFISH","SÉBASTE À DOS ÉPINEUX","urn:lsid:marinespecies.org:taxname:274815","67.20","46"
2003,"50080","3","166732","433","SEBASTES NIGROCINCTUS","TIGER ROCKFISH","SÉBASTE-TIGRE","urn:lsid:marinespecies.org:taxname:274825","12.30","8"
2003,"50080","3","166740","442","SEBASTES RUBERRIMUS","YELLOWEYE ROCKFISH","SÉBASTE AUX YEUX JAUNES","urn:lsid:marinespecies.org:taxname:274844","6.80","3"
2003,"50080","3","167110","461","HEXAGRAMMOS DECAGRAMMUS","KELP GREENLING","SOURCIL DE VARECH","urn:lsid:marinespecies.org:taxname:240732","1.40","1"
2003,"50080","3","167116","467","OPHIODON ELONGATUS","LINGCOD","MORUE-LINGUE","urn:lsid:marinespecies.org:taxname:240745","10.42","2"
2003,"50080","3","156862","4GA","ASTEROIDEA","STARFISH","ÉTOILES DE MER","urn:lsid:marinespecies.org:taxname:123080",".96","2"
2003,"50080","3","167283","504","HEMILEPIDOTUS SPINOSUS","BROWN IRISH LORD","CHABOT TRILOBÉ BRUN","urn:lsid:marinespecies.org:taxname:279413",".38","1"
2003,"50080","3","172862","602","ATHERESTHES STOMIAS","ARROWTOOTH FLOUNDER","PLIE À GRANDE BOUCHE","urn:lsid:marinespecies.org:taxname:279792","3.24","1"
2003,"50080","4","160617","044","SQUALUS SUCKLEYI","NORTH PACIFIC SPINY DOGFISH","AIGUILLAT DU PACIFIQUE","urn:lsid:marinespecies.org:taxname:299224","2.34","1"
2003,"50080","4","161015","066","HYDROLAGUS COLLIEI","SPOTTED RATFISH","CHIMÈRE D’AMÉRIQUE","urn:lsid:marinespecies.org:taxname:271406","28.58","27"
2003,"50080","4","164711","222","GADUS MACROCEPHALUS","PACIFIC COD","MORUE DU PACIFIQUE","urn:lsid:marinespecies.org:taxname:254538",".32","1"
2003,"50080","4","166726","424","SEBASTES MALIGER","QUILLBACK ROCKFISH","SÉBASTE À DOS ÉPINEUX","urn:lsid:marinespecies.org:taxname:274815","1.12","2"
2003,"50080","4","166731","431","SEBASTES NEBULOSUS","CHINA ROCKFISH","SÉBASTE À RAYURES JAUNES","urn:lsid:marinespecies.org:taxname:274824",".16","1"
2003,"50080","4","167110","461","HEXAGRAMMOS DECAGRAMMUS","KELP GREENLING","SOURCIL DE VARECH","urn:lsid:marinespecies.org:taxname:240732","1.62","2"
2003,"50080","4","156862","4GA","ASTEROIDEA","STARFISH","ÉTOILES DE MER","urn:lsid:marinespecies.org:taxname:123080","8.92","8"
2003,"50080","4","167279","502","HEMILEPIDOTUS HEMILEPIDOTUS","RED IRISH LORD","CHABOT TRILOBÉ ROUGE","urn:lsid:marinespecies.org:taxname:254521","10.80","27"
2003,"50080","5","160617","044","SQUALUS SUCKLEYI","NORTH PACIFIC SPINY DOGFISH","AIGUILLAT DU PACIFIQUE","urn:lsid:marinespecies.org:taxname:299224","31.32","15"
2003,"50080","5","160848","056","BERINGRAJA BINOCULATA","BIG SKATE","RAIE BIOCELLÉE","urn:lsid:marinespecies.org:taxname:1021330","13.68","1"
2003,"50080","5","160851","059","RAJA RHINA","LONGNOSE SKATE","POCHETEAU LONG-NEZ","urn:lsid:marinespecies.org:taxname:271581","18.19","3"
2003,"50080","5","161015","066","HYDROLAGUS COLLIEI","SPOTTED RATFISH","CHIMÈRE D’AMÉRIQUE","urn:lsid:marinespecies.org:taxname:271406","27.40","24"
2003,"50080","5","164711","222","GADUS MACROCEPHALUS","PACIFIC COD","MORUE DU PACIFIQUE","urn:lsid:marinespecies.org:taxname:254538","7.12","5"
2003,"50080","5","166717","414","SEBASTES ELONGATUS","GREENSTRIPED ROCKFISH","SÉBASTE À RAYURES VERTES","urn:lsid:marinespecies.org:taxname:274788","1.38","3"
2003,"50080","5","166720","418","SEBASTES FLAVIDUS","YELLOWTAIL ROCKFISH","SÉBASTE À QUEUE JAUNE","urn:lsid:marinespecies.org:taxname:274795","1.48","3"
2003,"50080","5","166726","424","SEBASTES MALIGER","QUILLBACK ROCKFISH","SÉBASTE À DOS ÉPINEUX","urn:lsid:marinespecies.org:taxname:274815","9.42","9"
2003,"50080","5","156862","4GA","ASTEROIDEA","STARFISH","ÉTOILES DE MER","urn:lsid:marinespecies.org:taxname:123080","1.44","3"
2003,"50080","5","172932","614","HIPPOGLOSSUS STENOLEPIS","PACIFIC HALIBUT","FLÉTAN DU PACIFIQUE","urn:lsid:marinespecies.org:taxname:274290","7.24","1"
2003,"50080","6","160617","044","SQUALUS SUCKLEYI","NORTH PACIFIC SPINY DOGFISH","AIGUILLAT DU PACIFIQUE","urn:lsid:marinespecies.org:taxname:299224","12.78","5"
2003,"50080","6","160851","059","RAJA RHINA","LONGNOSE SKATE","POCHETEAU LONG-NEZ","urn:lsid:marinespecies.org:taxname:271581","6.06","1"
2003,"50080","6","161015","066","HYDROLAGUS COLLIEI","SPOTTED RATFISH","CHIMÈRE D’AMÉRIQUE","urn:lsid:marinespecies.org:taxname:271406","21.64","15"
2003,"50080","6","164711","222","GADUS MACROCEPHALUS","PACIFIC COD","MORUE DU PACIFIQUE","urn:lsid:marinespecies.org:taxname:254538","16.06","11"
2003,"50080","6","52485","3L0","ACTINIARIA","ANEMONE",,"urn:lsid:marinespecies.org:taxname:1360",".30","1"
2003,"50080","6","166717","414","SEBASTES ELONGATUS","GREENSTRIPED ROCKFISH","SÉBASTE À RAYURES VERTES","urn:lsid:marinespecies.org:taxname:274788","2.08","3"
2003,"50080","6","166720","418","SEBASTES FLAVIDUS","YELLOWTAIL ROCKFISH","SÉBASTE À QUEUE JAUNE","urn:lsid:marinespecies.org:taxname:274795","1.56","1"
2003,"50080","6","166726","424","SEBASTES MALIGER","QUILLBACK ROCKFISH","SÉBASTE À DOS ÉPINEUX","urn:lsid:marinespecies.org:taxname:274815","5.66","3"
2003,"50080","6","166736","439","SEBASTES PRORIGER","REDSTRIPE ROCKFISH","SÉBASTE À RAIE ROUGE","urn:lsid:marinespecies.org:taxname:274838",".51","1"
2003,"50080","6","166740","442","SEBASTES RUBERRIMUS","YELLOWEYE ROCKFISH","SÉBASTE AUX YEUX JAUNES","urn:lsid:marinespecies.org:taxname:274844","13.62","2"
2003,"50080","6","166742","446","SEBASTES VARIEGATUS","HARLEQUIN ROCKFISH","SÉBASTE ARLEQUIN","urn:lsid:marinespecies.org:taxname:274863",".06","1"
2003,"50080","6","157274","4XE","PYCNOPODIA HELIANTHOIDES","SUNFLOWER STARFISH","SOLASTER GÉANT","urn:lsid:marinespecies.org:taxname:240764",".44","1"
2003,"50080","6","157345","5QA","EURYALINA","BASKET STARS",,"urn:lsid:marinespecies.org:taxname:123115",".50","2"
2003,"50080","6","172932","614","HIPPOGLOSSUS STENOLEPIS","PACIFIC HALIBUT","FLÉTAN DU PACIFIQUE","urn:lsid:marinespecies.org:taxname:274290","10.60","1"
2003,"50080","7","160617","044","SQUALUS SUCKLEYI","NORTH PACIFIC SPINY DOGFISH","AIGUILLAT DU PACIFIQUE","urn:lsid:marinespecies.org:taxname:299224","21.94","9"
2003,"50080","7","160851","059","RAJA RHINA","LONGNOSE SKATE","POCHETEAU LONG-NEZ","urn:lsid:marinespecies.org:taxname:271581","1.22","1"
2003,"50080","7","161015","066","HYDROLAGUS COLLIEI","SPOTTED RATFISH","CHIMÈRE D’AMÉRIQUE","urn:lsid:marinespecies.org:taxname:271406","17.60","15"
2003,"50080","7","164711","222","GADUS MACROCEPHALUS","PACIFIC COD","MORUE DU PACIFIQUE","urn:lsid:marinespecies.org:taxname:254538","12.56","11"
2003,"50080","7","166717","414","SEBASTES ELONGATUS","GREENSTRIPED ROCKFISH","SÉBASTE À RAYURES VERTES","urn:lsid:marinespecies.org:taxname:274788","1.22","2"
2003,"50080","7","166726","424","SEBASTES MALIGER","QUILLBACK ROCKFISH","SÉBASTE À DOS ÉPINEUX","urn:lsid:marinespecies.org:taxname:274815","16.98","13"
2003,"50080","7","166736","439","SEBASTES PRORIGER","REDSTRIPE ROCKFISH","SÉBASTE À RAIE ROUGE","urn:lsid:marinespecies.org:taxname:274838",".48","1"
2003,"50080","7","166740","442","SEBASTES RUBERRIMUS","YELLOWEYE ROCKFISH","SÉBASTE AUX YEUX JAUNES","urn:lsid:marinespecies.org:taxname:274844","4.60","1"
2003,"50080","7","167116","467","OPHIODON ELONGATUS","LINGCOD","MORUE-LINGUE","urn:lsid:marinespecies.org:taxname:240745","12.12","2"
2003,"50080","7","172932","614","HIPPOGLOSSUS STENOLEPIS","PACIFIC HALIBUT","FLÉTAN DU PACIFIQUE","urn:lsid:marinespecies.org:taxname:274290","9.94","1"
2003,"50080","8","160617","044","SQUALUS SUCKLEYI","NORTH PACIFIC SPINY DOGFISH","AIGUILLAT DU PACIFIQUE","urn:lsid:marinespecies.org:taxname:299224","48.44","22"
2003,"50080","8","160851","059","RAJA RHINA","LONGNOSE SKATE","POCHETEAU LONG-NEZ","urn:lsid:marinespecies.org:taxname:271581","36.06","5"
2003,"50080","8","161015","066","HYDROLAGUS COLLIEI","SPOTTED RATFISH","CHIMÈRE D’AMÉRIQUE","urn:lsid:marinespecies.org:taxname:271406","13.96","12"
2003,"50080","8","164711","222","GADUS MACROCEPHALUS","PACIFIC COD","MORUE DU PACIFIQUE","urn:lsid:marinespecies.org:taxname:254538",".64","1"
2003,"50080","8","166717","414","SEBASTES ELONGATUS","GREENSTRIPED ROCKFISH","SÉBASTE À RAYURES VERTES","urn:lsid:marinespecies.org:taxname:274788",".54","1"
2003,"50080","8","166720","418","SEBASTES FLAVIDUS","YELLOWTAIL ROCKFISH","SÉBASTE À QUEUE JAUNE","urn:lsid:marinespecies.org:taxname:274795","3.14","2"
2003,"50080","8","166726","424","SEBASTES MALIGER","QUILLBACK ROCKFISH","SÉBASTE À DOS ÉPINEUX","urn:lsid:marinespecies.org:taxname:274815","14.40","12"
2003,"50080","8","166740","442","SEBASTES RUBERRIMUS","YELLOWEYE ROCKFISH","SÉBASTE AUX YEUX JAUNES","urn:lsid:marinespecies.org:taxname:274844","7.10","1"
2003,"50080","8","156862","4GA","ASTEROIDEA","STARFISH","ÉTOILES DE MER","urn:lsid:marinespecies.org:taxname:123080","1.68","2"
2003,"50080","8","172932","614","HIPPOGLOSSUS STENOLEPIS","PACIFIC HALIBUT","FLÉTAN DU PACIFIQUE","urn:lsid:marinespecies.org:taxname:274290","22.76","4"
2003,"50080","9","160617","044","SQUALUS SUCKLEYI","NORTH PACIFIC SPINY DOGFISH","AIGUILLAT DU PACIFIQUE","urn:lsid:marinespecies.org:taxname:299224","92.12","59"
2003,"50080","9","160851","059","RAJA RHINA","LONGNOSE SKATE","POCHETEAU LONG-NEZ","urn:lsid:marinespecies.org:taxname:271581","17.96","4"
2003,"50080","9","161015","066","HYDROLAGUS COLLIEI","SPOTTED RATFISH","CHIMÈRE D’AMÉRIQUE","urn:lsid:marinespecies.org:taxname:271406","23.20","19"
2003,"50080","9","164711","222","GADUS MACROCEPHALUS","PACIFIC COD","MORUE DU PACIFIQUE","urn:lsid:marinespecies.org:taxname:254538",".84","1"
2003,"50080","9","166717","414","SEBASTES ELONGATUS","GREENSTRIPED ROCKFISH","SÉBASTE À RAYURES VERTES","urn:lsid:marinespecies.org:taxname:274788",".22","1"
2003,"50080","9","166720","418","SEBASTES FLAVIDUS","YELLOWTAIL ROCKFISH","SÉBASTE À QUEUE JAUNE","urn:lsid:marinespecies.org:taxname:274795","1.20","2"
2003,"50080","9","166726","424","SEBASTES MALIGER","QUILLBACK ROCKFISH","SÉBASTE À DOS ÉPINEUX","urn:lsid:marinespecies.org:taxname:274815","10.68","8"
2003,"50080","9","166740","442","SEBASTES RUBERRIMUS","YELLOWEYE ROCKFISH","SÉBASTE AUX YEUX JAUNES","urn:lsid:marinespecies.org:taxname:274844","4.92","1"
2003,"50080","9","167123","455","ANOPLOPOMA FIMBRIA","SABLEFISH","MORUE CHARBONNIÈRE","urn:lsid:marinespecies.org:taxname:159463","1.58","6"
2003,"50080","9","167116","467","OPHIODON ELONGATUS","LINGCOD","MORUE-LINGUE","urn:lsid:marinespecies.org:taxname:240745","11.88","1"
2003,"50080","9","156862","4GA","ASTEROIDEA","STARFISH","ÉTOILES DE MER","urn:lsid:marinespecies.org:taxname:123080","1.46","1"
2003,"50080","9","172932","614","HIPPOGLOSSUS STENOLEPIS","PACIFIC HALIBUT","FLÉTAN DU PACIFIQUE","urn:lsid:marinespecies.org:taxname:274290","9.60","2"
2003,"50080","10","160617","044","SQUALUS SUCKLEYI","NORTH PACIFIC SPINY DOGFISH","AIGUILLAT DU PACIFIQUE","urn:lsid:marinespecies.org:taxname:299224","232.76","142"
2003,"50080","10","161015","066","HYDROLAGUS COLLIEI","SPOTTED RATFISH","CHIMÈRE D’AMÉRIQUE","urn:lsid:marinespecies.org:taxname:271406","1.18","1"
2003,"50080","10","166713","407","SEBASTES CAURINUS","COPPER ROCKFISH","SÉBASTE CUIVRÉ","urn:lsid:marinespecies.org:taxname:274780",".78","1"
2003,"50080","10","167123","455","ANOPLOPOMA FIMBRIA","SABLEFISH","MORUE CHARBONNIÈRE","urn:lsid:marinespecies.org:taxname:159463","1.82","2"
2003,"50080","10","157274","4XE","PYCNOPODIA HELIANTHOIDES","SUNFLOWER STARFISH","SOLASTER GÉANT","urn:lsid:marinespecies.org:taxname:240764",".92","2"
2003,"50080","10","167302","518","LEPTOCOTTUS ARMATUS","PACIFIC STAGHORN SCULPIN","CHABOT ARMÉ","urn:lsid:marinespecies.org:taxname:254345",".48","1"
2003,"50080","11","160617","044","SQUALUS SUCKLEYI","NORTH PACIFIC SPINY DOGFISH","AIGUILLAT DU PACIFIQUE","urn:lsid:marinespecies.org:taxname:299224","228.14","118"
2003,"50080","11","157274","4XE","PYCNOPODIA HELIANTHOIDES","SUNFLOWER STARFISH","SOLASTER GÉANT","urn:lsid:marinespecies.org:taxname:240764","7.18","15"
2003,"50080","13","160617","044","SQUALUS SUCKLEYI","NORTH PACIFIC SPINY DOGFISH","AIGUILLAT DU PACIFIQUE","urn:lsid:marinespecies.org:taxname:299224","180.36","78"
2003,"50080","13","166726","424","SEBASTES MALIGER","QUILLBACK ROCKFISH","SÉBASTE À DOS ÉPINEUX","urn:lsid:marinespecies.org:taxname:274815","4.80","7"
2003,"50080","13","166732","433","SEBASTES NIGROCINCTUS","TIGER ROCKFISH","SÉBASTE-TIGRE","urn:lsid:marinespecies.org:taxname:274825","2.20","3"
2003,"50080","13","166740","442","SEBASTES RUBERRIMUS","YELLOWEYE ROCKFISH","SÉBASTE AUX YEUX JAUNES","urn:lsid:marinespecies.org:taxname:274844","22.14","16"
2003,"50080","13","167116","467","OPHIODON ELONGATUS","LINGCOD","MORUE-LINGUE","urn:lsid:marinespecies.org:taxname:240745","50.18","4"
2003,"50080","13","157274","4XE","PYCNOPODIA HELIANTHOIDES","SUNFLOWER STARFISH","SOLASTER GÉANT","urn:lsid:marinespecies.org:taxname:240764","2.26","2"
2003,"50080","15","160617","044","SQUALUS SUCKLEYI","NORTH PACIFIC SPINY DOGFISH","AIGUILLAT DU PACIFIQUE","urn:lsid:marinespecies.org:taxname:299224","16.62","6"
2003,"50080","15","160851","059","RAJA RHINA","LONGNOSE SKATE","POCHETEAU LONG-NEZ","urn:lsid:marinespecies.org:taxname:271581","2.00","1"
2003,"50080","15","161015","066","HYDROLAGUS COLLIEI","SPOTTED RATFISH","CHIMÈRE D’AMÉRIQUE","urn:lsid:marinespecies.org:taxname:271406","2.44","2"
2003,"50080","15","166726","424","SEBASTES MALIGER","QUILLBACK ROCKFISH","SÉBASTE À DOS ÉPINEUX","urn:lsid:marinespecies.org:taxname:274815","5.36","6"
2003,"50080","16","160617","044","SQUALUS SUCKLEYI","NORTH PACIFIC SPINY DOGFISH","AIGUILLAT DU PACIFIQUE","urn:lsid:marinespecies.org:taxname:299224","257.86","140"
2003,"50080","16","161015","066","HYDROLAGUS COLLIEI","SPOTTED RATFISH","CHIMÈRE D’AMÉRIQUE","urn:lsid:marinespecies.org:taxname:271406",".30","1"
2003,"50080","16","166726","424","SEBASTES MALIGER","QUILLBACK ROCKFISH","SÉBASTE À DOS ÉPINEUX","urn:lsid:marinespecies.org:taxname:274815","1.92","2"
2003,"50080","17","160617","044","SQUALUS SUCKLEYI","NORTH PACIFIC SPINY DOGFISH","AIGUILLAT DU PACIFIQUE","urn:lsid:marinespecies.org:taxname:299224","296.82","157"
2003,"50080","17","166726","424","SEBASTES MALIGER","QUILLBACK ROCKFISH","SÉBASTE À DOS ÉPINEUX","urn:lsid:marinespecies.org:taxname:274815","6.07","6"
2003,"50080","17","166740","442","SEBASTES RUBERRIMUS","YELLOWEYE ROCKFISH","SÉBASTE AUX YEUX JAUNES","urn:lsid:marinespecies.org:taxname:274844","1.00","1"
2003,"50080","18","160617","044","SQUALUS SUCKLEYI","NORTH PACIFIC SPINY DOGFISH","AIGUILLAT DU PACIFIQUE","urn:lsid:marinespecies.org:taxname:299224","116.66","72"
2003,"50080","18","161015","066","HYDROLAGUS COLLIEI","SPOTTED RATFISH","CHIMÈRE D’AMÉRIQUE","urn:lsid:marinespecies.org:taxname:271406","14.28","8"
2003,"50080","18","166726","424","SEBASTES MALIGER","QUILLBACK ROCKFISH","SÉBASTE À DOS ÉPINEUX","urn:lsid:marinespecies.org:taxname:274815","13.10","15"
2003,"50080","18","166740","442","SEBASTES RUBERRIMUS","YELLOWEYE ROCKFISH","SÉBASTE AUX YEUX JAUNES","urn:lsid:marinespecies.org:taxname:274844","1.42","2"
2003,"50080","18","157274","4XE","PYCNOPODIA HELIANTHOIDES","SUNFLOWER STARFISH","SOLASTER GÉANT","urn:lsid:marinespecies.org:taxname:240764",".98","2"
2003,"50080","19","160617","044","SQUALUS SUCKLEYI","NORTH PACIFIC SPINY DOGFISH","AIGUILLAT DU PACIFIQUE","urn:lsid:marinespecies.org:taxname:299224","144.12","92"
2003,"50080","19","166726","424","SEBASTES MALIGER","QUILLBACK ROCKFISH","SÉBASTE À DOS ÉPINEUX","urn:lsid:marinespecies.org:taxname:274815",".62","1"
2003,"50080","20","160617","044","SQUALUS SUCKLEYI","NORTH PACIFIC SPINY DOGFISH","AIGUILLAT DU PACIFIQUE","urn:lsid:marinespecies.org:taxname:299224","17.96","8"
2003,"50080","20","161015","066","HYDROLAGUS COLLIEI","SPOTTED RATFISH","CHIMÈRE D’AMÉRIQUE","urn:lsid:marinespecies.org:taxname:271406","7.80","6"
2003,"50080","20","166726","424","SEBASTES MALIGER","QUILLBACK ROCKFISH","SÉBASTE À DOS ÉPINEUX","urn:lsid:marinespecies.org:taxname:274815","4.84","6"
2003,"50080","20","166740","442","SEBASTES RUBERRIMUS","YELLOWEYE ROCKFISH","SÉBASTE AUX YEUX JAUNES","urn:lsid:marinespecies.org:taxname:274844","6.12","3"
2003,"50080","20","157274","4XE","PYCNOPODIA HELIANTHOIDES","SUNFLOWER STARFISH","SOLASTER GÉANT","urn:lsid:marinespecies.org:taxname:240764","5.30","4"
2003,"50080","21","160617","044","SQUALUS SUCKLEYI","NORTH PACIFIC SPINY DOGFISH","AIGUILLAT DU PACIFIQUE","urn:lsid:marinespecies.org:taxname:299224","22.98","9"
2003,"50080","21","160851","059","RAJA RHINA","LONGNOSE SKATE","POCHETEAU LONG-NEZ","urn:lsid:marinespecies.org:taxname:271581","5.74","1"
2003,"50080","21","164711","222","GADUS MACROCEPHALUS","PACIFIC COD","MORUE DU PACIFIQUE","urn:lsid:marinespecies.org:taxname:254538",".54","1"
2003,"50080","21","167116","467","OPHIODON ELONGATUS","LINGCOD","MORUE-LINGUE","urn:lsid:marinespecies.org:taxname:240745","2.46","1"
2003,"50080","21","167279","502","HEMILEPIDOTUS HEMILEPIDOTUS","RED IRISH LORD","CHABOT TRILOBÉ ROUGE","urn:lsid:marinespecies.org:taxname:254521",".22","1"
2003,"50080","21","167283","504","HEMILEPIDOTUS SPINOSUS","BROWN IRISH LORD","CHABOT TRILOBÉ BRUN","urn:lsid:marinespecies.org:taxname:279413",".62","3"
2003,"50080","22","160617","044","SQUALUS SUCKLEYI","NORTH PACIFIC SPINY DOGFISH","AIGUILLAT DU PACIFIQUE","urn:lsid:marinespecies.org:taxname:299224","71.32","39"
2003,"50080","22","161015","066","HYDROLAGUS COLLIEI","SPOTTED RATFISH","CHIMÈRE D’AMÉRIQUE","urn:lsid:marinespecies.org:taxname:271406","12.72","11"
2003,"50080","22","164711","222","GADUS MACROCEPHALUS","PACIFIC COD","MORUE DU PACIFIQUE","urn:lsid:marinespecies.org:taxname:254538","2.42","2"
2003,"50080","22","166726","424","SEBASTES MALIGER","QUILLBACK ROCKFISH","SÉBASTE À DOS ÉPINEUX","urn:lsid:marinespecies.org:taxname:274815","29.08","27"
2003,"50080","22","166740","442","SEBASTES RUBERRIMUS","YELLOWEYE ROCKFISH","SÉBASTE AUX YEUX JAUNES","urn:lsid:marinespecies.org:taxname:274844","17.40","5"
2003,"50080","22","167116","467","OPHIODON ELONGATUS","LINGCOD","MORUE-LINGUE","urn:lsid:marinespecies.org:taxname:240745","14.94","1"
2003,"50080","22","172932","614","HIPPOGLOSSUS STENOLEPIS","PACIFIC HALIBUT","FLÉTAN DU PACIFIQUE","urn:lsid:marinespecies.org:taxname:274290","32.06","3"
2003,"50080","23","160617","044","SQUALUS SUCKLEYI","NORTH PACIFIC SPINY DOGFISH","AIGUILLAT DU PACIFIQUE","urn:lsid:marinespecies.org:taxname:299224","93.36","69"
2003,"50080","23","161015","066","HYDROLAGUS COLLIEI","SPOTTED RATFISH","CHIMÈRE D’AMÉRIQUE","urn:lsid:marinespecies.org:taxname:271406","15.68","13"
2003,"50080","23","157274","4XE","PYCNOPODIA HELIANTHOIDES","SUNFLOWER STARFISH","SOLASTER GÉANT","urn:lsid:marinespecies.org:taxname:240764","9.40","7"
2003,"50080","23","167315","521","MYOXOCEPHALUS POLYACANTHOCEPHALUS","GREAT SCULPIN","GRAND CHABOISSEAU","urn:lsid:marinespecies.org:taxname:254528",".62","1"
2003,"50080","24","160617","044","SQUALUS SUCKLEYI","NORTH PACIFIC SPINY DOGFISH","AIGUILLAT DU PACIFIQUE","urn:lsid:marinespecies.org:taxname:299224","22.64","9"
2003,"50080","24","161015","066","HYDROLAGUS COLLIEI","SPOTTED RATFISH","CHIMÈRE D’AMÉRIQUE","urn:lsid:marinespecies.org:taxname:271406","14.60","12"
2003,"50080","24","164711","222","GADUS MACROCEPHALUS","PACIFIC COD","MORUE DU PACIFIQUE","urn:lsid:marinespecies.org:taxname:254538",".42","1"
2003,"50080","24","166717","414","SEBASTES ELONGATUS","GREENSTRIPED ROCKFISH","SÉBASTE À RAYURES VERTES","urn:lsid:marinespecies.org:taxname:274788",".94","3"
2003,"50080","24","166726","424","SEBASTES MALIGER","QUILLBACK ROCKFISH","SÉBASTE À DOS ÉPINEUX","urn:lsid:marinespecies.org:taxname:274815","10.92","11"
2003,"50080","24","166740","442","SEBASTES RUBERRIMUS","YELLOWEYE ROCKFISH","SÉBASTE AUX YEUX JAUNES","urn:lsid:marinespecies.org:taxname:274844","12.96","3"
2003,"50080","24","167116","467","OPHIODON ELONGATUS","LINGCOD","MORUE-LINGUE","urn:lsid:marinespecies.org:taxname:240745","14.68","1"
2003,"50080","24","156862","4GA","ASTEROIDEA","STARFISH","ÉTOILES DE MER","urn:lsid:marinespecies.org:taxname:123080",".36","1"
2003,"50080","24","157274","4XE","PYCNOPODIA HELIANTHOIDES","SUNFLOWER STARFISH","SOLASTER GÉANT","urn:lsid:marinespecies.org:taxname:240764","1.56","2"
2003,"50080","25","160617","044","SQUALUS SUCKLEYI","NORTH PACIFIC SPINY DOGFISH","AIGUILLAT DU PACIFIQUE","urn:lsid:marinespecies.org:taxname:299224","159.96","103"
2003,"50080","25","166713","407","SEBASTES CAURINUS","COPPER ROCKFISH","SÉBASTE CUIVRÉ","urn:lsid:marinespecies.org:taxname:274780",".56","1"
2003,"50080","25","166726","424","SEBASTES MALIGER","QUILLBACK ROCKFISH","SÉBASTE À DOS ÉPINEUX","urn:lsid:marinespecies.org:taxname:274815",".58","1"
2003,"50080","25","157274","4XE","PYCNOPODIA HELIANTHOIDES","SUNFLOWER STARFISH","SOLASTER GÉANT","urn:lsid:marinespecies.org:taxname:240764","2.96","3"
2003,"50080","26","160617","044","SQUALUS SUCKLEYI","NORTH PACIFIC SPINY DOGFISH","AIGUILLAT DU PACIFIQUE","urn:lsid:marinespecies.org:taxname:299224","70.50","46"
